Wall time,Step,Value
1597549814.282191,0,0.5522222518920898
1597549869.751592,1,0.5555555820465088
1597549943.363566,2,0.5555555820465088
1597550017.216016,3,0.5555555820465088
1597550090.612149,4,0.5555555820465088
1597550146.415451,5,0.5555555820465088
1597550220.322026,6,0.5555555820465088
1597550276.159244,7,0.5555555820465088
1597550331.962738,8,0.5555555820465088
1597550387.888071,9,0.5555555820465088
1597550443.716981,10,0.5555555820465088
1597550499.589813,11,0.5555555820465088
1597550555.484504,12,0.5555555820465088
1597550611.384402,13,0.5555555820465088
1597550667.350427,14,0.5555555820465088
1597550723.435671,15,0.5555555820465088
1597550779.525798,16,0.5555555820465088
