Wall time,Step,Value
1597522438.749125,0,0.4532611668109894
1597522560.733198,1,0.4532611668109894
1597522682.740272,2,0.4532611668109894
1597522802.89969,3,0.4532611668109894
1597522923.060264,4,0.4532611668109894
1597523043.2789,5,0.4532611668109894
1597523163.539831,6,0.4532611668109894
1597523283.804212,7,0.4532611668109894
1597523405.682221,8,0.4532611668109894
1597523527.6452,9,0.4532611668109894
1597523647.80037,10,0.4532611668109894
1597523768.076917,11,0.4532611668109894
1597523888.148364,12,0.4532611668109894
1597524008.180994,13,0.4532611668109894
1597524130.07962,14,0.4532611668109894
1597524252.024545,15,0.4532611668109894
1597524373.79923,16,0.4532611668109894
1597524493.867644,17,0.4532611668109894
1597524614.060293,18,0.4532611668109894
1597524734.2789,19,0.4532611668109894
1597524854.506107,20,0.4532611668109894
1597524974.689825,21,0.4532611668109894
1597525096.519784,22,0.4532611668109894
1597525214.229121,23,0.4532611668109894
1597525333.733523,24,0.4532611668109894
1597525451.476784,25,0.4532611668109894
1597525570.978462,26,0.453262597322464
1597525688.719001,27,0.4532611668109894
1597525806.436108,28,0.45326268672943115
1597525924.279945,29,0.4532611668109894
1597526042.03725,30,0.4532611668109894
1597526159.782289,31,0.4532611668109894
1597526277.541374,32,0.4532616138458252
1597526395.267736,33,0.45328035950660706
1597526512.986227,34,0.4532611668109894
1597526632.426767,35,0.4532753527164459
1597526750.089056,36,0.45328882336616516
1597526867.797672,37,0.4532611668109894
1597526985.404861,38,0.4532645344734192
1597527104.796814,39,0.45328739285469055
1597527224.138861,40,0.45327043533325195
1597527341.807821,41,0.45327627658843994
1597527459.52609,42,0.45328691601753235
1597527577.220133,43,0.45330190658569336
1597527694.823568,44,0.4533827304840088
1597527812.44685,45,0.45349571108818054
1597527930.151146,46,0.4533851444721222
1597528047.872854,47,0.4537104666233063
1597528168.00528,48,0.45348498225212097
1597528288.080205,49,0.4536556899547577
