Wall time,Step,Value
1597522438.748969,0,0.26075202226638794
1597522560.732884,1,0.22145923972129822
1597522682.739946,2,0.21317635476589203
1597522802.899447,3,0.2085760086774826
1597522923.060013,4,0.2011464387178421
1597523043.278648,5,0.1966298371553421
1597523163.539583,6,0.19811610877513885
1597523283.803963,7,0.18685440719127655
1597523405.681915,8,0.18162801861763
1597523527.644889,9,0.1780713051557541
1597523647.800123,10,0.17255085706710815
1597523768.076671,11,0.16958588361740112
1597523888.14811,12,0.165888711810112
1597524008.180753,13,0.16234029829502106
1597524130.079306,14,0.1575441211462021
1597524252.024239,15,0.15400449931621552
1597524373.798931,16,0.15172263979911804
1597524493.867404,17,0.14834198355674744
1597524614.060055,18,0.14583486318588257
1597524734.278631,19,0.14188969135284424
1597524854.50586,20,0.14000685513019562
1597524974.689581,21,0.13950103521347046
1597525096.519422,22,0.13461774587631226
1597525214.228881,23,0.13244682550430298
1597525333.73328,24,0.13020645081996918
1597525451.476545,25,0.12718190252780914
1597525570.978183,26,0.12513665854930878
1597525688.718759,27,0.1214250773191452
1597525806.435839,28,0.11943472176790237
1597525924.279692,29,0.12326495349407196
1597526042.036971,30,0.15493708848953247
1597526159.782031,31,0.14022648334503174
1597526277.541099,32,0.12001824378967285
1597526395.267483,33,0.11682157963514328
1597526512.985979,34,0.1122625395655632
1597526632.426473,35,0.11396390199661255
1597526750.0888,36,0.12247946113348007
1597526867.797427,37,0.12440412491559982
1597526985.404604,38,0.10917816311120987
1597527104.796559,39,0.10607632249593735
1597527224.138548,40,0.10056287050247192
1597527341.80757,41,0.09978917986154556
1597527459.52583,42,0.12337857484817505
1597527577.219866,43,0.09952954202890396
1597527694.823319,44,0.09542600065469742
1597527812.446581,45,0.09304991364479065
1597527930.150873,46,0.0913979634642601
1597528047.872599,47,0.0890783965587616
1597528168.005019,48,0.08920181542634964
1597528288.079939,49,0.0862622782588005
