Wall time,Step,Value
1597510703.174939,0,0.5155004262924194
1597511095.396717,1,0.36159536242485046
1597511486.075622,2,0.329651415348053
1597511875.318232,3,0.32485973834991455
1597512268.033194,4,0.32430213689804077
1597512660.060773,5,0.3242832124233246
1597513049.970029,6,0.3242846429347992
1597513438.103718,7,0.3242878317832947
1597513826.951547,8,0.32427480816841125
1597514214.549844,9,0.32428133487701416
1597514603.678965,10,0.32427141070365906
1597514990.990084,11,0.3242855370044708
1597515378.917418,12,0.3242800235748291
1597515770.639991,13,0.3242725729942322
1597516161.741807,14,0.3242746889591217
1597516550.083695,15,0.3242807686328888
1597516937.799493,16,0.32427656650543213
1597517325.291707,17,0.32427775859832764
1597517713.793655,18,0.32427871227264404
1597518105.809532,19,0.32427504658699036
1597518496.553236,20,0.3242649734020233
