Wall time,Step,Value
1597529088.030629,0,0.4532611668109894
1597529538.67361,1,0.4532611668109894
1597529983.721513,2,0.4532611668109894
1597530428.652522,3,0.4532611668109894
1597530870.862483,4,0.4532611668109894
1597531318.041855,5,0.4532611668109894
1597531765.670958,6,0.4532611668109894
1597532213.786618,7,0.4532611668109894
1597532661.832559,8,0.4532611668109894
1597533109.632445,9,0.4532611668109894
1597533557.34964,10,0.4532611668109894
1597534004.97276,11,0.4532611668109894
1597534452.886289,12,0.4532611668109894
1597534900.524145,13,0.4532611668109894
